iso3_code,country_name,base_che,shock_che,base_oops,shock_oops,base_gghed,shock_gghed,che_delta_pct,oops_delta_pp,gghed_delta_pp
SSD,South Sudan,681860392.7002883,528686447.2259643,42.19261262958056,34.041039534413486,10.94831944,10.605390866666665,-22.46412126501848,-8.151573095167073,-0.34292857333333515
STP,Sao Tome and Principe,35648000.28807751,47211058.35136756,16.991244979506632,12.903738961570825,40.73101044,41.15131123666667,32.43676495132133,-4.087506017935807,0.4203007966666732
SUR,Suriname,336488471.0753302,189501229.88914073,15.507234615270214,17.637075671438645,72.68489075,67.32327525,-43.68269757250708,2.1298410561684307,-5.361615499999999
SVK,Slovakia,8758012123.050007,9588141960.0863,19.159362156528605,19.13940232380552,78.81660461000001,79.96164194666666,9.478518930699968,-0.019959832723085214,1.1450373366666469
SVN,Slovenia,5432779984.296927,6191383853.247354,11.661239264854231,12.594052258164663,72.37037659,73.09047190333334,13.963456483478401,0.9328129933104314,0.7200953133333314
SWE,Sweden,60851077394.04697,63603798534.38529,13.92440481922457,13.047674900726918,84.87624359000002,85.89842732666666,4.523701564908731,-0.8767299184976522,1.0221837366666477
SWZ,Eswatini,354949666.4037978,323777227.5449804,9.216985709492532,10.798846008438137,52.47699356,47.9636116,-8.782213876869802,1.581860298945605,-4.513381959999997
SYC,Seychelles,90941096.54284112,101040071.54316166,26.274925177510553,26.170467219079395,71.5357132,72.11016337333334,11.104962865235574,-0.10445795843115846,0.5744501733333323
SYR,Syrian Arab Republic,1154175372.5432956,1052226927.5563152,41.66185636709547,55.91446139369017,49.73830795,32.08659045,-8.833011638632597,14.2526050265947,-17.651717499999997
TCD,Chad,573836208.3957497,713532297.4049528,63.703401299354574,65.80572641661745,15.171060559999995,17.82768631,24.344244396801955,2.102325117262872,2.6566257500000052
TGO,Togo,444500391.7355244,489150933.8919617,66.20977898924001,65.8320831534432,15.077075,11.779147783333334,10.045107492954502,-0.3776958357968141,-3.2979272166666664
THA,Thailand,19582172996.117294,24542766622.5582,8.669603209469528,9.599605708076309,71.65908051000001,71.14125061,25.332191822758798,0.9300024986067807,-0.5178299000000095
TJK,Tajikistan,627249149.406276,844526692.1035595,71.22300456670851,66.09100811831011,27.31528473,23.596391676666666,34.63975087139585,-5.131996448398397,-3.718893053333332
TKM,Turkmenistan,4127116936.07766,4046186858.03963,76.63579098195463,77.68609881342647,18.153635029999997,16.804878236666667,-1.9609349405773,1.0503078314718408,-1.3487567933333295
TLS,Timor-Leste,108016595.94254544,202699626.39220366,10.48759166289466,6.01822951812666,57.67988586,63.49969863666667,87.65600287942844,-4.4693621447680005,5.819812776666673
TON,Tonga,28671475.80569428,34603510.02635021,6.247609456558104,5.039552997553031,52.17618178999999,49.47529602,20.689671717134985,-1.208056459005073,-2.700885769999985
TTO,Trinidad and Tobago,1902365229.8148725,1779010194.1350052,46.91285624557354,47.140155526702834,45.978622439999995,46.066987356666665,-6.4842982696793445,0.22729928112929088,0.08836491666667001
TUN,Tunisia,2986443036.6892323,3432945310.2116914,35.576507920563785,35.64925485576515,59.20934677,56.593695323333336,14.950972378748299,0.07274693520136566,-2.615651446666668
TUR,Türkiye,38716875002.25189,42378575296.946304,17.047633618931048,17.39341861984687,77.68532562,77.60196177333333,9.457633898607355,0.34578500091582143,-0.08336384666667129
TUV,Tuvalu,13773959.30899625,11322321.89173249,0.3577028864794222,0.16406977852074264,77.25670624,71.44113668,-17.799075503747943,-0.19363310795867958,-5.81556956
TZA,United Republic of Tanzania,2642091899.7589226,2317405270.2032046,21.821670304228128,27.480675279311306,40.54405211999999,28.93382899,-12.288998334438856,5.659004975083178,-11.61022312999999
UGA,Uganda,1695627599.3009608,2356679439.047732,38.26028573694584,30.37813770540878,15.116747859999998,21.93180911,38.98567350633454,-7.88214803153706,6.815061250000001
UKR,Ukraine,16974088567.428667,18478583807.101982,51.11891973508018,46.57690294169058,44.79043961000001,50.704496385,8.863481733919247,-4.542016793389607,5.914056774999992
URY,Uruguay,6982419712.388171,6617659881.86547,15.461458049718994,16.29393627972547,66.60055542,71.89333343666667,-5.223974575397499,0.8324782300064779,5.292778016666659
USA,United States of America,4190770737569.204,4534147198284.6875,11.308728728100224,10.589341071607233,51.96105957000001,55.85119247333333,8.193635066628675,-0.7193876564929909,3.890132903333317
UZB,Uzbekistan,3972843124.886284,5882544727.712236,57.684970554862176,59.655302846976554,41.58654022,39.70681254,48.06889028321788,1.970332292114378,-1.879727680000002
VCT,Saint Vincent and the Grenadines,42183308.01684417,47788235.70189758,28.089900794019904,26.84134618248473,67.42266846,68.05908457333334,13.287074789903416,-1.248554611535173,0.6364161133333397
VEN,Venezuela (Bolivarian Republic of),3836139127.249659,5415802154.177496,34.1215182278293,27.298672118377635,37.1403389,38.731810249999995,41.17846028333141,-6.822846109451664,1.591471349999992
VNM,Viet Nam,17939010329.874863,17358796299.256435,45.11730727300115,40.831182920998835,40.6199913,42.65175120333333,-3.2343703467975797,-4.286124352002318,2.031759903333331
VUT,Vanuatu,38839170.465837054,45179364.49953511,7.657790146347276,8.145465350686756,54.46388626,43.070818583333335,16.32422618107896,0.48767520433947986,-11.393067676666668
WSM,Samoa,56738318.6999548,61269752.39817639,11.157372070772958,12.963629428342964,76.55202483999999,71.15436045,7.986549129495437,1.806257357570006,-5.3976643899999885
YEM,Yemen,2364193602.7097006,1961760093.3066442,75.34994154007569,72.99362306205595,8.30503654,8.435005026666667,-17.02202006391569,-2.3563184780197446,0.12996848666666772
ZAF,South Africa,31063850160.48353,32363901966.81758,5.741117870349954,6.585964523854656,58.20708084,63.254659016666665,4.185095535864563,0.8448466535047023,5.047578176666661
ZMB,Zambia,1627485018.9371283,1497577377.8294415,7.252382524739965,8.035797445873216,33.440052030000004,49.20474624666667,-7.982109794935399,0.7834149211332511,15.764694216666669
ZWE,Zimbabwe,1011798407.7676001,1069698355.6288837,9.083371177227663,9.339608641574488,14.265299799999998,28.340780893333335,5.722478649579245,0.2562374643468246,14.075481093333337
