iso3_code,country_name,base_che,shock_che,base_oops,shock_oops,base_gghed,shock_gghed,che_delta_pct,oops_delta_pp,gghed_delta_pp
LKA,Sri Lanka,3445413555.8368473,4004966024.434407,44.29746702289316,41.17887494611766,46.85599518000001,44.09081776666666,16.240502323723277,-3.1185920767754993,-2.7651774133333475
LSO,Lesotho,490848817.86458015,245144310.48736176,7.293498667894426,14.48042409395896,30.80852509,46.242230729999996,-50.057064096873425,7.186925426064535,15.433705639999996
LTU,Lithuania,5061226824.6488495,5721720075.529808,32.270224270586894,30.131484774825083,65.08876801000001,67.15085601666668,13.050062243096248,-2.1387394957618113,2.06208800666667
LUX,Luxembourg,4581445044.141006,4918548890.178602,9.58771718744367,8.61781445019124,85.87232971,87.162323,7.358024439662371,-0.9699027372524309,1.2899932899999982
LVA,Latvia,2702772778.980979,3344627372.011731,35.105003905643585,29.865555226182654,59.857082370000015,65.83324814,23.74800419859006,-5.239448679460931,5.97616576999998
MAR,Morocco,6880308657.917924,7634321858.516365,46.55796967613804,41.91581226778427,40.30397415,44.820267996666665,10.959002540252545,-4.642157408353775,4.516293846666663
MCO,Monaco,313500357.4431983,312812702.1988466,6.710717756342379,6.862247855376736,86.12072753999999,88.09496053333334,-0.21934751525007043,0.15153009903435688,1.9742329933333451
MDA,Republic of Moldova,1076693504.6360576,1185374910.1912446,35.69370099788964,30.684126994802355,59.674007419999995,64.96516927,10.093996581870652,-5.0095740030872875,5.291161850000009
MDG,Madagascar,466628281.08329344,506482561.38184786,34.22468020761321,31.356360622368573,22.013061519999997,22.668895720000002,8.540905451772309,-2.868319585244638,0.6558342000000046
MDV,Maldives,449628072.4401161,473789410.3073848,17.46362155443815,18.09879239625911,78.3404007,73.59548441666666,5.373627526445564,0.6351708418209618,-4.744916283333339
MEX,Mexico,91334816979.56592,97703932579.86778,42.28219103047116,39.74057508272761,49.16729355,51.62360763333334,6.973370956364657,-2.5416159477435514,2.4563140833333463
MHL,Marshall Islands,41598161.169143975,34501005.582351804,1.1246551562668152,1.1776251936151947,44.466362,42.65830866333333,-17.06122431213759,0.05297003734837946,-1.8080533366666671
MKD,North Macedonia,1066603223.8029844,1174897147.1146803,39.088062141755266,40.275806763848,60.24808502,57.254015603333336,10.153159196872936,1.1877446220927368,-2.9940694166666617
MLI,Mali,735910678.5035353,703908396.95192945,31.079233971544937,46.55948500946827,29.228166580000003,38.31804402666667,-4.3486638373942395,15.480251037923331,9.089877446666666
MLT,Malta,1619923477.5838373,1841933495.7298687,34.13107865813663,29.99842760440819,62.51036835000001,67.02393849666666,13.704969476531431,-4.132651053728441,4.513570146666652
MMR,Myanmar,3094958005.8752127,3262607978.167974,76.56387380929587,63.936967116229305,15.95957279,14.772160846666669,5.416873895364928,-12.626906693066566,-1.1874119433333306
MNE,Montenegro,579089003.2432555,698843287.5384383,38.55629106956669,33.36805780980454,60.83509064,64.91681798333333,20.679771783695596,-5.18823325976215,4.081727343333334
MNG,Mongolia,834740775.8416561,1266921014.2549877,43.10778273242525,37.843217838687636,47.15842438,49.57469558666666,51.77418558205342,-5.264564893737614,2.416271206666657
MOZ,Mozambique,1487965436.0529857,1563628055.8673267,9.710028949674545,10.052069321532853,23.10848618,28.61227099333333,5.084971598200939,0.3420403718583085,5.503784813333329
MRT,Mauritania,288648548.9284366,366673972.76608986,60.29301432179047,50.473019329035665,35.618480680000005,36.52465184333334,27.0312891325145,-9.819994992754808,0.9061711633333331
MUS,Mauritius,796341886.6104095,776831507.136367,47.12637889764759,42.67151931912611,43.97513961999999,47.357783000000005,-2.4500004083783056,-4.454859578521479,3.3826433800000117
MWI,Malawi,781715629.537191,904424537.9033914,11.854195905217448,12.209782502548515,24.06981468,17.848468463333333,15.697384538524481,0.355586597331067,-6.221346216666667
MYS,Malaysia,13938613127.185793,14858436822.996557,36.062657643668835,34.732935102515924,52.334529880000005,53.36755371,6.599104856542329,-1.3297225411529112,1.0330238299999976
