"Estimate","Std. Error","t value","Pr(>|t|)","term"
0.0214944715106958,0.00179244319940106,11.991716958104,1.30286032485623e-32,"(Intercept)"
0.42850615335723,0.0317471948383023,13.497449319215,1.09136883282508e-40,"dgdp"
