"Estimate","Std. Error","t value","Pr(>|t|)","term"
70.1946139903648,0.0749504286778661,936.547198309678,0,"(Intercept)"
478.210745465714,5.03675803306308,94.9441570007072,0,"stats::poly(lche, 3)1"
-40.2901210290559,5.03675803306308,-7.99921710842117,1.57865824332682e-15,"stats::poly(lche, 3)2"
-3.62198074033341,5.03675803306308,-0.719109537634612,0.472110671748129,"stats::poly(lche, 3)3"
